code,loc,dates,user,environment,transports,securite,sante,sp_loisirs,culture,enseignement,commerces,qualite_de_vie,comm_positif,comm_negatif,agree,disagree,average
13014,MARSEILLE 14E ARRONDISSEMENT,NA,Goulabert,1,2,1,2,2,2,2,3,1,"Dans les années 50/60 les quartiers Nord étaient des quartiers ouvriers, pas riches mais avec des gens qui savaient se contenter de ce qu'ils avaient, avec la convivialité en plus, quand,l e soir, tout le monde sortait sa chaise sur le trottoir pour ""faire la basarette"" et prendre le frais pendant que nous ""minots"" nous nous amusions autour.","Simple question : Pourquoi, depuis, ces quartiers sont-ils devenus des ""Quartiers Sensibles !!!"" La population aurait-elle changée !!! Oh !! Non !! Je n'oses y croire !!!",255,4,1.8
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Tongpo,1,5,6,8,8,6,6,9,7,"Proche de tout commerce dont deux zones commerciales
Bien desservie par les transports en commun
De bon médecin ainsi que de bon service à la personne.
Niveau sécurité certes la police n'est pas vraiment présente cependant la solidarité du peuple pallie ce manque.",Trop trop trop de monde… embouteillages constants et les déchets ne sont quasiment pas gérés.,8,5,6.2
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Fred,2,7,3,9,8,7,5,9,10,"Personnellement je vis à St Antoine, ici on a toutes les commodités, la voiture est quand même indispensable vu la situation géographique du 15e, en effet nous sommes à l'extrême nord de la ville
Il y a Plan de campagne à 5 minutes, la plus grande zone commerciale de France, les écoles, la santé, la culture, contrairement à ce que l'on dit
Ici il manque juste un métro et le tramway.","Très peu de transports
Véhicule indispensable.",12,11,6.7
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Mieux vaut Prévenir,0,0,2,1,1,2,2,1,1,"Honnêtement,  aucun.
A éviter à tout prix,  pour votre sécurité!!! Arrondissement tout simplement ultra dangereux,  (tout comme les 2,  3,  13,  14 et 16eme arrondissements) surtout si vous n'êtes pas de la même communauté.
J'y ai vécu 2 mois,  le temps de rendre mon appart. On vit maintenant à Salon de Provence.","Il s'agit là du pire quartier de France. C'est littéralement une zone de non droit où les lois de la République ne s'appliquent plus.
La délinquance est à son comble,  8 meurtres dans l'arrondissement cet été. Liés au trafic de drogue certes mais dont les balles perdues restent dangereuses pour la population.
Aucun transport en commun,  exceptés quelques bus où je n'ai pas osé y aller une seconde fois (rap à fond et trafic à l'arrière du bus). Plus d'une heure 30 pour aller au centre de Marseille.
Aucun espace vert,  mais vraiment aucun. Sauf les décharges sauvages du BTP.
Énormément de drogue,  d'agressions extrêmement violentes.
La Seine Saint Denis à côté c'est tranquille,  et je n'exagère pas.",49,19,1.1
13015,MARSEILLE 15E ARRONDISSEMENT,NA,olive,1,5,1,3,0,0,2,3,0,"les points positifs, oui c'était super avant l'islamisation du 15eme et de Marseille,  dans les années 70 à l'école un mélange arabe, gitan, italien arménien etc etc, mais nous étions tous amis, le dimanche au pmu nous faisions l'apéro, nous étions dans ce quartier pauvre mais super heureux,  nous avions notre rocher à la jetée, à coté les mecs du Canet, et ceux des crottes, chacun sa rocaille!!! Puis les vieux sont morts, et les jeunes à cause des enfants sont partis du quartier, car à l'école si tu étais blanc c'était chaud!!!","je compare le 15eme à la banlieue d'Alger la plus pourrie. D'abord tous les bars licence 4 ont fermé, il y a que du halal,  et en plus ça arrive tous les jours mais que des pays musulmans, il n'y a aucune immigration catholique c'est ça le problème, c'est se convertir ou partir. ",60,36,1.7
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Ahmed,0,1,0,5,3,0,1,2,1,"L'endroit est joli,  la mer n'est pas loin,  la forêt non plus,  immense également.","Là où je vais c'est envahi de déchets. Il n'y a pas encore de métro (j'espère qu'ils en feront),  les agressions sont systématiques. Endroit peu éclectique. Beaucoup de trafics en tout genre,  zone très dangereuse,  la police est absente dans certaines zones. D'autres lois s'installent.",28,3,1.4
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Xela,4,3,4,8,5,1,6,8,6,"Le 15e arrondissement est très vaste.
Il y a des endroits  où il fait bon de vivre,  d'autres endroits qui sont clairement à éviter.
Si vous choisissez les bons endroits du XVe,  vous pourrez prétendre à des biens au tarif attractif,  dans un cadre assez idyllique avec des espaces verts et des vues à couper le souffle,  avec un soleil constant et une proximité avec la mer agréable. La sécurité est correcte dans ces endroits,  juste faire attention aux objets de valeur qu'on peut exposer et certains horaires.
L'enseignement supérieur à proximité semble de qualité.
La présence de pas mal de cabinets de santé ainsi que l'hôpital Nord facilite un bon suivi médical
Centre commercial Grand Littoral qui est assez complet.
Le potentiel de cette ville est très mal exploité, le jour où il y aura les bonnes personnes compétentes aux bons postes,  cette ville pourrait s'avérer rayonnante internationalement.","On peut déplorer à Marseille et dans le XVe un manque de civisme mais également un niveau de culture très bas.
La sécurité n'est pas le fort de cette ville,  mais,  même dans les quartiers Nord et dans le XVe,  vous pourrez trouver des ""havres de paix"" en restant vigilant tout de même.
Il faut impérativement une voiture dans le XVe arrondissement,  l'écologie et les transports en commun attendront,  le temps que la mairie nous propose des alternatives décentes.
Conduire n'est pas évident,  entre le trafic,  les permis obtenus dans des pochettes surprises,  l'état des routes et les rodéos urbains. ..",28,4,5
13015,MARSEILLE 15E ARRONDISSEMENT,NA,tony,5,8,7,9,8,6,9,10,9,"Beaucoup de commerces et transports ainsi que des écoles. Proximité aux axes autoroutiers.
Quelques coins de verdure et balades en périphérie du 15eme. Population mixte (jamais eu de problèmes d'insécurité). J'ai investi à St Antoine par choix et j'en suis ravie.","Propreté,  taxe foncière exorbitante.",8,30,7.9
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Tyna,8,7,7,8,7,4,8,8,8,"En lisant les commentaire, on croirait habiter dans je ne sais quoi, mais je ne suis pas d'accord ! J'habite le 15e depuis pas mal d'année et je peux vous garantir que oui Marseille en général est animé comme toute grande ville, mais là où je vis entre Saint Louis et la viste quartier résidentiel c'est hyper calme on a vraiment cette impression de petit village où tout le monde se dit bonjour, j'aime ce quartier, nous sommes propriétaires et nous ne le regrettons pas, on peut toujours trouver des perles dans tous arrondissement même les quartier nord. J'entends plus parler de cambriolage dans l'est de Marseille que dans les quartiers nord.",Les points négatifs sont moindres car on trouve vraiment tous ce dont on a besoin dans les environs.,15,66,7.2
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Guizmeau,2,2,2,6,2,2,2,2,2,"Point positif : je sais pas, quoi dire? Aucun? La proximité à plan de campagne peut être? Le 15ème reste et restera le pire endroit où j'ai pu vivre.","Tout. Absolument tout. Sécurité, propreté, rien ne se rattrape, tout se casse la gueule ensemble. Les transports sont inexistants, des bus bondés, les rues sont sales, on a peur de se faire agresser toute les 5 minutes.",255,7,2.4
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Marseillebg,8,8,0,0,3,0,3,10,2,"Tu peux y vivre sans argent, à l'aide de métiers illégaux, la police n'existe pas à Marseille mais peut vous renseigner sur les heures de garde à vue.","Pire ville de France, le niveau de sécurité est digne d'un pays africain sous dictature de pays étrangers, trop de personnes qui ne parlent pas français.",255,9,3.8
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Sirec,0,4,0,4,3,2,4,5,3,Le coin serait sympa sans tous les points négatifs.,Trop de trafic sur la ville. Marseille ne donne pas une bonne image d'elle à cause des tags et d'être une décharge à ciel ouvert. Alors que ça pourrait être une très belle ville qui pourrait attirer plus de touristes et avec une meilleur qualité de vie pour ses habitants.,255,3,2.8
13015,MARSEILLE 15E ARRONDISSEMENT,NA,RHCP,5,7,4,8,8,4,4,6,7,"le tarif de l'immobilier honnête, une qualité d'air bien meilleure que les autres arrondissements. il y a un bon système de santé grâce a l'hôpital nord.","la saleté des trottoirs, les écoles et collèges en sous nombre et des espaces verts inexistants à part le massif de l'étoile.  il manque des zone culturelles.",255,7,5.9
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Bonnie,2,2,1,2,1,1,1,1,1,Aucun.,"TOUT ! 
Je suis arrivée il y a peu à Marseille , par non choix , encore moins par choix dans le 15eme. 
Je ne vois aucun point positif. Tout est horrible ici. Mal famé au possible , je ne peux pas sortir tranquille sans me faire em****r toutes les 10 secondes. 
J'ai des enfants et je refuse de les faire grandir ici. 4 mois de vie dans le 15eme et j'ai déjà envie de fuir très loin !!!! 
Mon immeuble (qui a pourtant des sécurités) est régulièrement saccagé par des gitans , qui cassent la serrure de l'entrée , squattent le parking (vidéosurveillance qui ne les arrêtent pas..) , crachats et détritus dans le hall , urine etc... par ces parasites ! 
J'en ai ras le bol c'est une horreur. 
Je cherche activement à déménager loin de cette misère , si par malchance je suis encore là pour la rentrée scolaire j'ai choisi une école privée pour mon enfant , hors de question de le laisser dans le public avec tout ce ramassis de cas.
Bref , au delà de ce secteur , Marseille en elle même est une ville à fuir. J'en ai fait le tour et je ne trouve aucun point positif.
C'est une ville poubelle. Rien de plus ni moins.",255,33,1.3
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Kevin,5,2,7,1,7,0,6,1,1,Belle vue sur la mer et il y a des autoroutes à proximité mais c'est tout ce que je peux retenir de positif.,"Déjà les transports c'est la catastrophe.
Pas de métro ni tram, les bus ça passe et encore...
Insécurité totale que des règlements de compte.
Enfin si vous voulez étudier, c'est le pire endroit car les écoles sont mal entretenues, sales, délabrées et on peut voir des rats défiler sans problème.",255,5,3.3
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Luca Negrini,1,2,1,3,3,2,2,2,1,"J'ai grandi à Marseille à part le vieux port (tout dépend des heures) le roucas blanc, les goudes et l'OM je ne vois pas ou y a du positif!","TRAFIC DE DROGUE, INSÉCURITÉ QUOTIDIENNE, INCIVILITÉ 24H24 7/7, RODÉO, ALGÉRISATION DE LA VILLE ET ISLAMISATION! JE ME SUIS BARRE DE CETTE VILLE JE SUIS REPARTI A BASTIA REJOINDRE MES PARENTS QUI SONT DE LA BAS. MES AMIS FUYEZ FUYEZ CETTE VILLE OU VOUS TROUVEZ JAMAIS LA SÉRÉNITÉ FAMILIALE QUOTIDIENNE......",255,26,1.9
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Franck,3,4,1,4,1,3,5,3,1,"Juste en regardant en roulant devant le côté de la mer, le projet Euroméditerrannée 2 avec ses quelques grands projets d'habitation, de bureaux, d'hôtels a déjà commencé à embellir une partie des quartiers proches du secteur touchant l'arrondissement 2/3. Par contre pour qu'une vraie amélioration globale du secteur ait lieu, plusieurs dizaines de millions d'euros d'investissement sera nécessaire pour la création des trottoirs, implantation d'arbres et un bon entretien. Est ce que la Mairie aura le budget et la motivation, c'est la question. Au cas où ce secteur ne sera pas attaché à Arenc et au bord de la mer avec de jolies rues, tous ces projets bling bling risquent de devenir des ghettos de classes supérieures.","Insécurité, absence du respect du code de la route, poussière, bruit, qualité de l'air, haut niveau de particules fines aux heures de pointe, voitures de luxe en passage suivies par voleurs professionnels pour plusieurs kilomètres avec le but de voir votre lieu de stationnement mais ce  problème n'est pas propre au 15ème.",255,4,2.8
13015,MARSEILLE 15E ARRONDISSEMENT,NA,AP1234,9,1,6,10,5,2,7,6,10,"De très beaux endroits lorsqu'on s'éloigne un peu des cités, de la verdure, des quartiers avec de très belles maisons, et une incroyable vue sur la mer et la ville",Le métro ne monte pas plus haut que le sud du XVème arrondissement,255,26,6.2
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Anonyme,1,7,0,5,3,3,5,3,1,"Bus fréquents, métro (peu d'attente entre les transports). Des petits commerces qui dépannent les habitants.","Une ville sale, des personnes qui ne respectent pas les autres, la délinquance omniprésente, une sécurité pratiquement inexistante, un arrondissement délaissé...",255,3,3.1
13015,MARSEILLE 15E ARRONDISSEMENT,NA,jo13,5,9,6,9,5,5,7,6,6,"Métro, Bus, bientôt le tramway, accès autoroutiers proches, quartier en devenir grâce au programme Euromediterranée qui va transformer le sud de l'arrondissement avec bureaux, commerces, arena, loisirs, logements dernier cri etc...","En travaux pour de nombreuses années mais pour la bonne cause, saleté à cause du marché (qui va être rasé et refait à neuf dans le programme Euromed 2), donc des points qui devraient être réglés d'ici quelques années.",7,255,6.4
13015,MARSEILLE 15E ARRONDISSEMENT,NA,lougrinchou,2,6,1,6,4,2,5,5,2,"acces rapide aux autoroutes (Marseille, Martigues, Vitrolles, Aix)","Quartier très sale, aucune volonté, malgré les travaux engagés de faire respecter les règles de propreté, de stationnement, de bien vivre ensemble.
Quartier gangrené par la délinquance, mais ce n'est malheureusement pas le seul cas à Marseille. Nous avons deux cotés très différents de notre Canebiere et apparemment notre maire habite de l'autre coté.",255,1,3.7
13015,MARSEILLE 15E ARRONDISSEMENT,NA,SaintAntoine,7,5,5,8,6,5,7,8,6,"le relief est beau et on a une belle vue sur la rade de Marseille. On est bien exposé et à l'abris du Mistral. Il y a des petits villages historiques à l'âme incarnée. Grand littoral, Hôpital Nord...",Les cités qui concentrent la pauvreté sont nombreuses et ça peut faire fuir et peur à beaucoup de monde. Les transports c'est galère malgré le nouveau BHNS. Sinon par la route c'est bien desservi.,255,10,6.3
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Q11,1,7,0,2,3,2,4,2,1,Transports nombreux et assez fréquents.,"Les quartiers, la sécurité inexistante, les rues sales, aucun charme, les quartiers nord, la qualité de vie, le manque de soin, manque d'investissement dans cet arrondissement.",255,2,2.4
13015,MARSEILLE 15E ARRONDISSEMENT,NA,Nodi174,5,7,2,7,4,2,7,6,5,"B2 (bus) tout neuf, Hôpital Nord pas loin, pas mal d'écoles, petits commerces, de nouveaux appartements pas trop haut (4 étages max).","Peu d'institutions sur la culture, police qui met énormément de temps à venir, peu de centres sportifs, peu de ronds points avec des arbres ou des fleurs au milieu (seulement du béton).",255,3,5
13015,MARSEILLE 15E ARRONDISSEMENT,NA,roxane,1,2,0,2,3,2,1,0,1,"Il y a quelques rues tranquilles comme chez mes grands parents à la Viste, ce qui fait plaisir","Insécurité, commerces et restaurations sales, sécurité catastrophique, plus un flic vu dans la Viste depuis 15 ans",255,3,1.3
13016,MARSEILLE 16E ARRONDISSEMENT,NA,Gabriel,7,5,6,7,8,7,7,7,7,"Mon commentaire concerne le quartier de l'Estaque :
- La déviation,  l'harmonie,  le pic Télémaque,  le pôle nord,  les maisons de quartier,  l'Alhambra bien sûr,  le Denis Bar,  pour un quartier excentré de Marseille,  qui plus est,  il se passe pas mal de choses au niveau culturel.
- Le Ter,  on rejoint en journée la gare St Charles en 8 minutes.
- Ambiance village,  les gens se connaissent et il y a de la solidarité entre les gens. Oui oui même si c'est le quartier nord.
- Le bar Albert et le Denis Bar sont les meilleurs bars de quartiers de Marseille,  comme on en fait plus. Merci à eux !
- La côte bleue à quelques minutes en train ou en voiture.","Mon commentaire concerne le quartier de l'Estaque :
- On est loin du centre,  à 21h il n'y pas plus de train,  et juste un bus de nuit qui traverse tous les quartiers nord et s'arrête à minuit,  il faut avoir une voiture !
- les restaurants et les commerces sur le port sont des attrapes touristes pour la plupart.
- on croise,  comme ailleurs dans Marseille,  pas mal de fous furieux en voiture et certains coins sont sales,  dépôts sauvages du BTP.",7,0,6.8
13016,MARSEILLE 16E ARRONDISSEMENT,NA,Jujul16,8,5,7,8,9,8,8,8,9,"Soleil,  mer,  convivialité,  prix immo modérés,  région merveilleuse,  presque le paradis… belle vue avec l'estaque sur toute la rade Marseille,  la plus belle je pense.
Côté services,  on a de plus en plus de choix. Des restos sympas aux boutiques branchées,  il y a toujours quelque chose de nouveau qui ouvre. Franchement,  ça rend la ville super vivante et conviviale.
Pour la culture,  on n'est pas en reste non plus. Entre les musées,  les concerts et les expos,  on a de quoi s'occuper. Et puis,  il y a toujours des festivals et événements qui se passent,  ça rend l'arrondissement super animé.","Il manque les transports il n'y a que des bus et qui ne passent pas tout le temps, manque de renforcement policier.Adresse email invalide !!",10,3,7.8
13016,MARSEILLE 16E ARRONDISSEMENT,NA,Marre,0,6,0,3,3,0,7,5,3,Le fait d'être proche de la sortie de l'autoroute.,"Le 16ème arrondissement à fuir comme le reste de la ville. J'habite ici depuis 1 an et demi... un cauchemar,   un enfer! Le soirs c'est le rodéo... motos et voitures hyper bruyants et c'est toujours la course au plus ""pilote"" et après 3 accidents en moyenne par semaine... donc pilotes que dans leurs têtes.
Un 1 an et demi dans cette ville je me suis faite voler mon téléphone de la poche pendant que je faisais mes courses chez Carrefour du Grand Littoral.
UN ""HOMME"" est rentré dans mon garage au moment que je garais ma voiture...""Madame donnez moi de l'argent"" j'ai eu la peur de ma vie. Je me suis faite voler mon casque... et dernier événement,   la semaine dernière un ""monsieur"" m'a traité de pute. Pour une femme vivre à Marseille c'est très difficile... une bonne partie de la population a une vision de la femme horrible. Bref, enfin je déménage bientôt. Ville à fuir et laissez tomber ""c'est comme ça dans toutes les grandes villes""
PAS DU TOUT!!!!!! ICI C'EST UN MONDE À PART
UNE VILLE SUPERBE PLEINE DE GENS TERRIBLES.",27,13,3
13016,MARSEILLE 16E ARRONDISSEMENT,NA,benjamin,7,4,5,6,6,7,8,8,9,"L'Estaque : quartier où il y fait bon vivre,  avec le temps tout le monde se connait,  on prend le temps de flâner et de prendre l'apéro autour d'une partie de pétanque à deux pas du port.","Manque de transports et quartiers défavorisés qui restent à proximité,  population qui n'est plus toute jeune non plus !",11,6,6.7
13016,MARSEILLE 16E ARRONDISSEMENT,NA,Panisse,7,7,5,9,9,9,8,9,8,"Vraie ambiance Village, on se connaît tous, on peut parler à tout le monde, gentillesse. Soleil. Mer. Luminosité. Hiver doux. On prend le temps de vivre. Avec de l'eau, tout pousse. Cadre exceptionnel. Attention: il faut connaître les codes. Pas se la ramener. Modestie. Respect. S'entendre sur le principal et quasi unique sujet d'affrontement : le stationnement des voitures, chacun la voulant devant chez lui. Beaucoup de commerces et services sur place. Vie pas bien chère. La Cité Bleue à côté. Tout à Marseille centre. Le ciné Alhambra, une bénédiction. On est pas loin du paradis. Manque un peu de civisme. Le cosmopolitisme a du charme, beaucoup. Mais pour d'autres, c'est l'horreur absolue. Nouveaux arrivants qui tirent vers le haut. Dans notre périmètre, rarement vu des rats. Assez propre dans l'ensemble.","Des clans maghrébin et gitan qui peuvent gâcher l'ambiance. Mais ici tout se passe bien si on ne fait pas de vagues. Discuter avant tout, plaisanter.
Esprit du premier venu. On est chez nous car on est là depuis longtemps. Vous êtes nouveaux. Donc il faut discuter, se faire accepter. Ça marche !
C'est un village alors tout peut basculer. Prudence.
Des voitures ont brûlé. Conduite automobile à la napolitaine. Police insuffisante, bureau d'enregistrement des plaintes, mais travaille aussi en discrétion. Nuisance des avions mais supportable.",255,7,7.9
13016,MARSEILLE 16E ARRONDISSEMENT,NA,THierry M,8,6,3,8,6,6,8,8,8,"La Mer. De belles vues autour de l'Estaque surtout, où que l'on se balade entre les collines et la Méditerranée. Les paysages de Cézanne sont encore là. Les sports nautiques sont bien présents et le port animé les week end. Vous pouvez même acheter votre poisson directement aux pêcheurs et prendre la navette pour le centre ville. Il y a des petites plages propres le matin pour y nager en face du golfe de Marseille. C'est encore poissonneux pour les masques et tubas. Le 16eme, c'est un groupe de petits villages qui se touchent. Ils ont su garder du charme et des traces de leur passé. Les habitants de toutes origines y sont en majorité plutôt sympathiques. On peut encore trouver des commerces de toute sorte, des bars, des restaurants populaires et des kiosques à chichis. Ce n'est pas trop difficile de se garer.","L'accès à la mer; des grilles, des Park à bateaux de plaisances et du béton envahissent le littoral. Pas beaucoup de surface pour les plages qui sont bondées et sales dès 13H. Les spéculations immobilières, les bétonnages et les absurdités urbanistiques défigurent progressivement ce quartier (comme bien d'autres). La délinquance s'exporte facilement et le 16 eme subit les même problèmes que tout Marseille, sauf qu'ici la Police ne réagit pas assez. Les avions passent trop près et sont bruyants, les bateaux de croisière aussi et polluent l'air du quartier. Beaucoup de voitures l'été qui provoquent bouchons et accidents.",255,5,6.8
13016,MARSEILLE 16E ARRONDISSEMENT,NA,Béa,4,2,3,6,6,6,6,8,8,"Les personnes sont d'une extrême gentillesse, beaucoup plus de communication que dans les autres secteurs de la ville, un boulodrome, une bibliothèque, des commerces, la mer tout à côté et à la fenêtre, un immobilier pas cher.","Transports en commun pour rejoindre le centre ville très très très long, pas pratiques du tout, on a le sentiment d'être des sous-citoyens! la gestion des ordures est lamentable et le nettoyage des trottoirs inexistants! une bibliothèque existe à Saint-André, c'est super mais elle est menacée par la mairie???? Pourquoi? Il n'y a pas assez d'infrastructures culturelles, autant laisser celles qui existent!!!",255,1,5.4
13016,MARSEILLE 16E ARRONDISSEMENT,NA,YukiLili,8,9,6,7,9,10,9,10,9,"Soleil, calanques, les gens sont accueillants et souriants, de beaux parcs, des transports bien organisés et une culture...!",Certains quartiers sales et/ou mal fréquentés mais il faut savoir les éviter.,255,5,8.6
13016,MARSEILLE 16E ARRONDISSEMENT,NA,Rer,3,3,2,3,3,2,3,3,4,Commerces sympa.,"Trop de maghrébins, pas de policiers, dealers à chaque coin de rue, roumain et gitan en masse, touristes gênants, crottes de chien partout, gare qui pue la pisse, hippies partout, tags.",51,255,2.9
13016,MARSEILLE 16E ARRONDISSEMENT,NA,Galinette,8,8,5,8,8,8,8,8,9,"La mer, le soleil 300j, les panoramas, les calanques, les petites plages, on peut parler à tout le monde. Quelques incivilités mais beaucoup plus de gentillesse !!!  Immobilier : pas cher. Cohabitation, ici pas d'attentats (je croise les doigts). Arrière pays superbe. Par rapport à Paris, c'est cool, joyeux, ouvert. Mon quartier de L'Estaque (13016) réellement un village, le maître mot ici, c'est discrétion. Paris : 3h20 (tgv), en voiture : 4h pour Barcelone, 3 h pour Italie","Circulation dans le centre, petites rues. Assez sale dans l'ensemble mais on s'y fait vite !!! Pas une ville d'intellos ! mais actif sur le plan culturel. Restos : connaissent que la pizza, et produits de la mer. Pas raffiné et assez chers, très peu japonais, asiatique, même couscous !!!. Règlements de compte mais on les apprend à la radio. Police : on les voit jamais...",255,3,7.8
13016,MARSEILLE 16E ARRONDISSEMENT,NA,Topeka,3,2,2,3,4,4,5,5,3,"La proximité de la mer, les commerces, la présence d'écoles, de collèges et de lycées, proximité de l'autoroute.","Les nuisances sonores (trains, avions), la pollution (due aux avions et aux anciennes usines en cours de dépollution notamment), le fort taux de délinquance (dégradations, vol et stupéfiants) et les grandes difficultés pour garer son véhicule.",25,2,3.4
13001,MARSEILLE 1ER ARRONDISSEMENT,NA,marseillaissympa,6,7,0,5,7,7,4,7,3,"Soleil; la mer , climat doux, on n'a jamais froid.","C'est une catastrophe, dans le métro des agressions tous les soirs entre 21h et 0h30, entre le vieux port et terminus la rose, bien qu'il y ait des caméras, les coupables jamais arrêtés, je vous conseille de ne pas prendre le métro à ces heures et de privilégier une trottinette à louer ou de marcher à pied, prendre le bus ou tramway , ne tombez pas dans le piège, ces personnes n'ont de pitié pour personne.",0,0,5.1
13001,MARSEILLE 1ER ARRONDISSEMENT,NA,lillybird,7,7,1,4,6,3,6,6,5,"Quartier proche du parc Longchamp résidentiel sans les inconvénients de la gare st Charles ,  bien pour les familles,   plusieurs écoles,   maternelles primaire ,   crèche écoles privées lycée public et privé ! quartier plutôt calme ! proximité des transports métro gare st Charles tram ,   accès facile à l'autoroute ,   proche vieux port 20 MINUTES ! nouveau cinéma Artplex ,   théâtre Cannebière. Beaucoup de services :vétérinaire,   médecins ,   kiné ,   piscine ,  salle de sport ,  toiletteur animaux ,   dentiste ,   etc.. .. PARC LONGCHAMP écrin de verdure,  très belle fontaine jeux pour enfants et bien pour les enfants ! des commerces oui plusieurs grandes surfaces ,   fruits et légumes boulangerie mais pas de poissonnerie ,   ni boucher !!! quartier calme où il fait bon vivre pour Marseille la sécurité est correcte !  commerçants sympathiques !  plutôt propre par rapport à certains quartiers !","Manque petits commerces poissonnerie ,   boucherie ,   point presse ,   peu de restaurants il faut aller plutôt vers le vieux port ,  ou après le long de la promenade Kennedy ,  les plages du Prado ! assez éloigné des plages ,  si on a pas de voiture pas pratique !!! comme beaucoup de quartiers de Marseille trop tagué !!! le manque d'éducation mais pas propre à ce quartier ! les nuisances sonores des motos le soir !!! ne pas s' aventurer vers la gare st Charles ,  le tunnel national qui mène au 2ème et 3ème !! le manque de civilité des personnes !!!! le problème de Marseille en général chacun fait ce qu'il lui plait sans se soucier des autres et de préférence on ne respecte pas les règles !!!! la police n'est pas assez présente et pour ma part ne fait rien !!!! c'est un peu l'anarchie ici !",1,2,5
13001,MARSEILLE 1ER ARRONDISSEMENT,NA,René,9,10,9,7,10,9,8,9,9,"Le 1er est plein de charme avec ses rues animées son ambiance et ses monuments historiques faisant un quartier riche en patrimoine, où se croisent habitants et visiteurs. C'est un arrondissement accessible ou l'on peut dénicher de bonnes affaires et y passer de bonne soirée.",On se retrouve souvent serrés.,3,2,8.9
13001,MARSEILLE 1ER ARRONDISSEMENT,NA,Sound system,9,8,9,9,8,8,8,9,9,"En plein centre ville,  métro,  bus,  tram,  le vieux port et ses bars et restaurants,  nombreuses animations tout au long de l'année.
Le bonheur d'y vivre,  des monuments bien entretenus,  des espaces verts résistants ,  des infrastructures modernisées et un soleil magnifique.","Des jeunes à moto, le manque de mixité.",4,2,8.6
13001,MARSEILLE 1ER ARRONDISSEMENT,NA,Lynda,9,9,6,8,8,9,8,9,9,"Quartier très cosmopolite qui le rend très sympathique. On y trouve tout : commerces,  jolie avenue, la Canebière qui vous mène au vieux port,  la Bourse,  le quartier des marchés toute la journée,  les tramways pour vous déplacer partout dans Marseille et bien sûr la gare St Charles toute proche.","La saleté des rues alors qu'ils nettoient sans arrêt,
Mystère !",8,2,8.3
13001,MARSEILLE 1ER ARRONDISSEMENT,NA,Salazo,9,10,9,10,9,9,8,10,8,"Le 1er arrondissement de Marseille est souvent apprécié pour sa centralité et son dynamisme. Une étudiante a partagé un avis positif,  soulignant que l'arrondissement est idéalement situé dans l'hyper centre de Marseille,  avec tous les services nécessaires à proximité : la gare Saint-Charles,  des métros,  des trams,  des hôpitaux,  et de nombreux commerces. De plus,  il abrite plusieurs facultés,  dont le nouveau campus de la porte d'Aix,  ce qui en fait un lieu attractif pour les étudiants.",Noailles impossible de circuler.,8,5,9.1
13001,MARSEILLE 1ER ARRONDISSEMENT,NA,Une étudiante lambda,7,10,4,9,9,9,10,10,8,"Hyper centre de Marseille,  il y a tout ce qu'il faut : gare St-Charles,  métros et trams,  hôpitaux,  commerces
-Plein de facultés et notamment le nouveau campus de la porte d'Aix...
-Quartiers emblématiques comme le Vieux-Port avec plein de bons restos et très joli (et propre aussi) !
-Plusieurs parcs comme celui de Longchamps,  celui du centre commercial des Bourses...","-Certaines rues/quartiers dangereux et envahis par les dealers et toxicos,  par exemple là où il y a eu la fac de droit de Colbert,  et puis la gare St-Charles qui craint un peu le soir...
-Assez sale.",15,1,8.4
13001,MARSEILLE 1ER ARRONDISSEMENT,NA,MIKAS,2,9,2,6,3,6,7,7,6,"L'accès au transport est simple dû à la proximité avec la gare,  beaucoup de petites alimentations,  proche du vieux port et de lieux plus beaux.","LA RUE MARCEL SEMBAT : pour vous résumer c'est la réunion des crackheads de Marseille + personne en situation précaire sous alcool,  ce qui rend la rue dangereuse... beaucoup de casse de voiture et insécurité la nuit.",3,4,5.3
